timestamp,fe,fe_cpu_percent,fe_nic_util_percent,cache_hit_percent,prefetch_read_ahead_kb
2025-09-16 10:26:00+00:00,fe-01,42.17790835382578,34.678489093909604,89.33219194284486,70.76421924518786
2025-09-16 10:27:00+00:00,fe-01,44.51217790790237,34.45220009292116,93.67976004343082,63.37637205815837
2025-09-16 10:28:00+00:00,fe-01,43.79757633633424,36.481938461211406,91.04148559552516,66.09791093852192
2025-09-16 10:29:00+00:00,fe-01,44.619291286575866,34.5622496419077,92.03848657759714,57.10685276280962
2025-09-16 10:30:00+00:00,fe-01,41.618373005550076,34.62497653656323,93.6830148172694,60.659736634694966
2025-09-16 10:31:00+00:00,fe-01,44.63881960860419,34.70195372102985,89.83087155248721,66.47274852609597
2025-09-16 10:32:00+00:00,fe-01,43.655918996016354,36.586358394627375,92.63608748416283,55.094754646032094
2025-09-16 10:33:00+00:00,fe-01,42.29946843816309,34.4026419485231,94.04560565693603,70.68388075747484
2025-09-16 10:34:00+00:00,fe-01,41.416389424980686,34.9327119890062,90.6342326799986,63.750110866406466
2025-09-16 10:35:00+00:00,fe-01,43.47896701654979,35.72245457633775,91.14724611352068,59.95170825217684
2025-09-16 10:36:00+00:00,fe-01,43.35846437600579,35.78327514467964,90.04965075103105,56.29560346389265
2025-09-16 10:37:00+00:00,fe-01,42.35554631029248,37.62072780569748,92.39142408717616,79.34003258440677
2025-09-16 10:38:00+00:00,fe-01,41.87358749578423,35.770362451119716,91.75567528704555,72.55527039896174
2025-09-16 10:39:00+00:00,fe-01,44.353298468474705,35.25722283031022,93.12747804035187,66.90794622038442
2025-09-16 10:40:00+00:00,fe-01,43.22558404584879,35.68686277241717,92.77990941074637,74.36202784037597
2025-09-16 10:41:00+00:00,fe-01,42.25525655071183,34.25339554779112,93.1965321746252,76.35601456433723
2025-09-16 10:42:00+00:00,fe-01,44.04528137895843,37.14698795590885,91.84651331200287,65.49964842546228
2025-09-16 10:43:00+00:00,fe-01,43.83849003185821,35.36856696166699,92.97962306172697,70.4275596984496
2025-09-16 10:44:00+00:00,fe-01,44.83803287760264,37.657197850687716,94.67963249749722,60.5832435753494
2025-09-16 10:45:00+00:00,fe-01,41.96856879092588,37.16850171193253,93.17193840683885,57.75090857599329
2025-09-16 10:46:00+00:00,fe-01,44.67751397837401,37.457055091237905,91.214718566417,67.10153784387256
2025-09-16 10:47:00+00:00,fe-01,42.67763356877753,35.82154966232906,93.25349195806605,58.10719003966477
2025-09-16 10:48:00+00:00,fe-01,44.15913299789449,36.77742338740404,93.28469190646518,65.07621776476778
2025-09-16 10:49:00+00:00,fe-01,42.02268585893349,37.7109031536356,92.87098913442803,53.38816365592973
2025-09-16 10:50:00+00:00,fe-01,43.741002961019376,34.165558853259924,93.7375207106915,58.2959153888783
2025-09-16 10:51:00+00:00,fe-01,44.396533987484744,35.23969600165247,92.97054054717891,71.87769420564672
2025-09-16 10:52:00+00:00,fe-01,42.68507271495468,35.73195674014618,92.07657337612459,59.23056917159235
2025-09-16 10:53:00+00:00,fe-01,42.82843986747167,35.278643304066605,90.60766239634937,56.20925464829464
2025-09-16 10:54:00+00:00,fe-01,44.39141719255956,38.24392627971173,93.69004440905353,66.4683590141352
2025-09-16 10:55:00+00:00,fe-01,41.12679455727277,36.75241672153169,89.6993050036066,54.62511034200313
2025-09-16 10:56:00+00:00,fe-01,42.03232866676371,34.34025938618194,93.2637665116216,73.82731910613926
2025-09-16 10:57:00+00:00,fe-01,42.25405029247086,34.13822374693031,91.21955178024177,53.81382610621277
2025-09-16 10:58:00+00:00,fe-01,43.12185476476945,35.42854091191045,94.75340775644236,67.46438955317646
2025-09-16 10:59:00+00:00,fe-01,42.281000425807676,38.25395716761309,89.84160559900351,67.32152552090598
2025-09-16 11:00:00+00:00,fe-01,43.22162663996866,35.63211303690224,90.47752951503082,71.80914240896857
2025-09-16 11:01:00+00:00,fe-01,42.00151126406,36.13002856319177,89.73736580343441,61.01256387303266
2025-09-16 11:02:00+00:00,fe-01,42.373702347865255,34.8881859187767,91.12463042231025,70.11535950556917
2025-09-16 11:03:00+00:00,fe-01,40.94474031216046,37.17682571439837,91.86895534872652,67.24137053255677
2025-09-16 11:04:00+00:00,fe-01,40.71078347278479,34.143120705458,90.17132457381372,66.01568623779403
2025-09-16 11:05:00+00:00,fe-01,42.89451626727639,36.542321423147214,92.24144275857033,80.89857896299746
2025-09-16 11:06:00+00:00,fe-01,40.947922358862506,35.75628861939568,92.02579214337732,72.2692486512778
2025-09-16 11:07:00+00:00,fe-01,42.19145341626446,36.64214335749611,91.74783897990984,66.82960873221758
2025-09-16 11:08:00+00:00,fe-01,42.06178439175479,38.078000560477335,92.63338668064027,67.17054926270444
2025-09-16 11:09:00+00:00,fe-01,42.98446854770649,34.42335695066671,93.01735907028704,49.411813212509195
2025-09-16 11:10:00+00:00,fe-01,42.91317244342478,34.31129091524932,91.80919795298048,59.823057370290044
2025-09-16 11:11:00+00:00,fe-01,44.860796502741316,37.72273529695155,92.20619160390535,58.10203195619113
2025-09-16 11:12:00+00:00,fe-01,42.30068664890721,35.26250163017158,93.48615772573515,54.819734023642155
2025-09-16 11:13:00+00:00,fe-01,44.29618601329354,33.949442835836685,89.49633280275155,53.5715073520076
2025-09-16 11:14:00+00:00,fe-01,44.86103387794594,37.61732333654455,92.52866018428925,53.812828023628626
2025-09-16 11:15:00+00:00,fe-01,42.92724649434217,37.16528664678686,92.4325794853105,65.7740223955559
2025-09-16 11:16:00+00:00,fe-01,40.697321566775145,35.0580835300269,91.58832135071728,63.51399491859926
2025-09-16 11:17:00+00:00,fe-01,40.68949574010801,35.32699224381304,94.4506138900993,66.80730459735918
2025-09-16 11:18:00+00:00,fe-01,42.36075822847236,34.70301353881289,89.44743798479242,70.8698802292547
2025-09-16 11:19:00+00:00,fe-01,43.24882645841183,38.097129480074756,94.26752051632718,64.80105915541178
2025-09-16 11:20:00+00:00,fe-01,41.79761821301846,35.706033529959356,91.98170892624896,78.90597792897746
2025-09-16 11:21:00+00:00,fe-01,41.75314893768693,36.93915453772515,90.75095732224388,58.750855921221174
2025-09-16 11:22:00+00:00,fe-01,43.35987857601893,35.74776213796707,89.90916519621494,47.712585936773614
2025-09-16 11:23:00+00:00,fe-01,42.131796641995976,37.41957885571082,89.28962167217038,66.31094312612923
2025-09-16 11:24:00+00:00,fe-01,44.4948199552541,35.56954855747877,91.45698181499978,69.30870597257184
2025-09-16 11:25:00+00:00,fe-01,42.153992549690535,35.33174148113328,91.66188273805349,81.33934774186693
2025-09-16 11:26:00+00:00,fe-01,43.91505793500159,36.312342074113644,94.50291447744672,66.74839761287755
2025-09-16 11:27:00+00:00,fe-01,42.225798489962436,36.470307399601396,94.62402838425443,59.07593939809588
2025-09-16 11:28:00+00:00,fe-01,41.86026167506433,36.58398631363663,90.07967511401479,56.823481564520556
2025-09-16 11:29:00+00:00,fe-01,44.004973779224,35.50950895687199,94.4562604296797,62.38074768593569
2025-09-16 11:30:00+00:00,fe-01,43.8288889979405,36.932912520507394,90.50071884701245,65.6050851971572
2025-09-16 11:31:00+00:00,fe-01,41.053879493756,35.88523180056124,90.77183181921056,61.176154765136744
2025-09-16 11:32:00+00:00,fe-01,41.910061125490685,36.161469685140695,90.34771326358975,74.48808686677222
2025-09-16 11:33:00+00:00,fe-01,43.62333850149896,35.34435805016378,92.57744911609547,80.4377212550155
2025-09-16 11:34:00+00:00,fe-01,41.948337599658785,36.01682601103617,90.85242941762317,70.0667772846027
2025-09-16 11:35:00+00:00,fe-01,43.246212489517625,35.73369367226629,90.79623777466253,68.31932710067667
2025-09-16 11:36:00+00:00,fe-01,43.34275412712621,36.92546601958342,94.30319249430057,63.90224650414847
2025-09-16 11:37:00+00:00,fe-01,42.08636283919363,35.356133050118636,90.0593685562571,68.2110247867268
2025-09-16 11:38:00+00:00,fe-01,43.227989020328174,34.03483947762416,90.6184041017096,79.04881263103361
2025-09-16 11:39:00+00:00,fe-01,42.444798429231945,33.98225663508498,94.23637280426459,64.9105293823414
2025-09-16 11:40:00+00:00,fe-01,44.635945077600226,35.83140199731886,92.73099262558195,63.9136737608294
2025-09-16 11:41:00+00:00,fe-01,42.5094746368789,37.711944952445286,93.24668593383232,72.3343272360257
2025-09-16 11:42:00+00:00,fe-01,44.099865326742375,37.58915810851079,94.21107285102748,66.76353863430508
2025-09-16 11:43:00+00:00,fe-01,44.35154457893265,35.856347530294805,92.18594925272295,58.684373726449756
2025-09-16 11:44:00+00:00,fe-01,43.4484213522487,35.76304706963793,94.33308444510365,63.8329880140093
2025-09-16 11:45:00+00:00,fe-01,41.60975695606078,36.202651939357736,90.66167470946797,59.453565073507846
2025-09-16 11:46:00+00:00,fe-01,44.65697862038436,35.65524257087869,92.14825812290076,71.33257583593968
2025-09-16 11:47:00+00:00,fe-01,41.709832376569054,36.50039439071946,89.75461795336935,80.35534470872526
2025-09-16 11:48:00+00:00,fe-01,42.276532429303074,33.95947295715142,90.14933492199503,65.86377564781628
2025-09-16 11:49:00+00:00,fe-01,41.429048899466295,35.695460903453466,92.6503116658072,54.33156736413594
2025-09-16 11:50:00+00:00,fe-01,41.744956495375234,36.1751201454957,91.44120423505436,64.40554470507507
2025-09-16 11:51:00+00:00,fe-01,40.77412606822403,36.26155147867482,92.97704315135964,71.48140267318139
2025-09-16 11:52:00+00:00,fe-01,42.71901168072904,37.266866222251345,91.7406297982204,79.95800883051044
2025-09-16 11:53:00+00:00,fe-01,40.919544225377976,35.07501847658742,91.98675212664514,63.106633857961306
2025-09-16 11:54:00+00:00,fe-01,43.49222524307976,37.34234262741593,90.50652603504983,73.3772718694269
2025-09-16 11:55:00+00:00,fe-01,41.1621308388477,37.05182384847251,91.2899341799386,75.07404253777688
2025-09-16 11:56:00+00:00,fe-01,44.518279937693386,34.16627611193656,90.01953770176114,73.27023584633969
2025-09-16 11:57:00+00:00,fe-01,43.34165245001455,37.193650068451156,89.48262805897888,72.80060430763827
2025-09-16 11:58:00+00:00,fe-01,43.18039881634815,36.850511511202896,90.26818022990926,73.77242152751427
2025-09-16 11:59:00+00:00,fe-01,42.950451315750485,35.54516841205257,94.65312739593705,56.496490149471704
2025-09-16 12:00:00+00:00,fe-01,41.73882882420285,37.2900522761381,92.49450335014782,53.63136880188772
2025-09-16 12:01:00+00:00,fe-01,41.219176660586854,37.818794793951035,92.95865757523758,56.57064400263694
2025-09-16 12:02:00+00:00,fe-01,42.48466023782993,35.21605693370469,92.9493110371171,75.16938168321772
2025-09-16 12:03:00+00:00,fe-01,44.901163427885095,37.70444134879818,93.87242644430195,60.99606731627899
2025-09-16 12:04:00+00:00,fe-01,42.30510683864886,36.273103434205304,94.5663186257889,66.44411115660223
2025-09-16 12:05:00+00:00,fe-01,43.73904159707774,37.22213094373586,90.9679449044441,75.79212369909894
2025-09-16 12:06:00+00:00,fe-01,41.983420384478066,34.860219134964375,92.5171495125473,60.33104276624537
2025-09-16 12:07:00+00:00,fe-01,42.428605653504036,37.756547736264125,94.75969792507132,49.693078270878985
2025-09-16 12:08:00+00:00,fe-01,43.11657778153171,34.22063914216742,92.1097371607308,60.48327627835776
2025-09-16 12:09:00+00:00,fe-01,40.783389728991594,38.05024332207556,93.42149483147882,62.30371976162741
2025-09-16 12:10:00+00:00,fe-01,42.915800358745,35.91816828055937,91.14118523786452,56.19274679626255
2025-09-16 12:11:00+00:00,fe-01,41.73749114582819,37.657760227801816,90.710365728478,53.28069180097676
2025-09-16 12:12:00+00:00,fe-01,41.22782850568956,37.05272924622736,92.00412062906389,50.80076147192954
2025-09-16 12:13:00+00:00,fe-01,43.62130346344505,38.20023355162035,90.47112623976656,63.788640966955754
2025-09-16 12:14:00+00:00,fe-01,42.82372332139442,37.840771360863116,93.51009746836063,61.00576288325828
2025-09-16 12:15:00+00:00,fe-01,44.37713581224385,37.65370749656319,93.90238762109044,76.91490515022105
2025-09-16 12:16:00+00:00,fe-01,42.23424351869919,37.351626443997795,92.74855441109851,76.97807507633749
2025-09-16 12:17:00+00:00,fe-01,42.23138497950524,36.15533191419121,93.41197401589778,71.02915920299402
2025-09-16 12:18:00+00:00,fe-01,43.192071888261,34.72237065900497,91.79586767264624,54.12913759043411
2025-09-16 12:19:00+00:00,fe-01,43.00680760670127,34.325766299098525,93.33180324252842,60.76752281954722
2025-09-16 12:20:00+00:00,fe-01,42.54116924692197,34.776361384612485,94.33194651042001,66.60905298682536
2025-09-16 12:21:00+00:00,fe-01,42.22942875579816,33.99716396103106,91.1552202035148,50.15227435789389
2025-09-16 12:22:00+00:00,fe-01,41.5511010681032,36.821508165455306,91.15116058290906,74.58607994805054
2025-09-16 12:23:00+00:00,fe-01,42.21050003381703,36.91739575279719,89.99697063890052,70.33875158819399
2025-09-16 12:24:00+00:00,fe-01,41.931117117367585,36.57786314460833,94.64494431529236,60.934187113138535
2025-09-16 12:25:00+00:00,fe-01,42.24163824459256,34.561837075503405,92.13543897545216,64.84443698828039
2025-09-16 12:26:00+00:00,fe-01,42.7774544467264,37.59613466132728,91.99165437549152,65.3687673616009
2025-09-16 12:27:00+00:00,fe-01,44.441921643154934,36.10339226746618,93.39114717671133,64.6754475418697
2025-09-16 12:28:00+00:00,fe-01,44.63303860969326,37.7497773506725,90.49362469700355,75.25670126590713
2025-09-16 12:29:00+00:00,fe-01,40.86126805192831,37.54304985147436,91.00120312910845,77.81270691613783
2025-09-16 12:30:00+00:00,fe-01,41.4278161792778,37.0222076346427,94.28795275968281,61.617441867208186
2025-09-16 12:31:00+00:00,fe-01,44.29794499274305,34.56033694503267,92.52152738289277,59.80484208304855
2025-09-16 12:32:00+00:00,fe-01,42.91204217436709,34.908684530250106,91.94676229946653,66.70399702827339
2025-09-16 12:33:00+00:00,fe-01,43.45649094186053,37.637832007736236,92.22176798067031,69.50092585572622
2025-09-16 12:34:00+00:00,fe-01,41.70930862356896,36.69081217295669,94.0029620486079,65.82352181441136
