timestamp,node,sm_util_percent,mem_util_percent,copy_util_percent
2025-09-16 10:26:00+00:00,gpu-node-01,83.12378772995895,70.17749407754057,20.137177854873602
2025-09-16 10:27:00+00:00,gpu-node-01,86.83785891289395,71.32719866151608,19.616769156889546
2025-09-16 10:28:00+00:00,gpu-node-01,85.73444231090023,69.90787067060037,20.644496878036417
2025-09-16 10:29:00+00:00,gpu-node-01,82.45780914137715,70.11197982895808,19.015171086439086
2025-09-16 10:30:00+00:00,gpu-node-01,85.84779242038626,73.52969893377296,21.44586030295073
2025-09-16 10:31:00+00:00,gpu-node-01,82.48842522467893,73.84430134278333,19.426376972435648
2025-09-16 10:32:00+00:00,gpu-node-01,86.98983088707195,73.31492980539967,19.551661858680742
2025-09-16 10:33:00+00:00,gpu-node-01,83.4169460521922,72.38433841359561,19.09540151096114
2025-09-16 10:34:00+00:00,gpu-node-01,83.22291205330743,70.46266319248673,19.718942699922856
2025-09-16 10:35:00+00:00,gpu-node-01,84.58749294543406,70.06922258447293,20.43645939543826
2025-09-16 10:36:00+00:00,gpu-node-01,86.2206936062124,71.88618267841085,21.319130529234894
2025-09-16 10:37:00+00:00,gpu-node-01,84.23818639156676,70.9679943211515,18.44097087888259
2025-09-16 10:38:00+00:00,gpu-node-01,83.66366849649765,71.81953949259525,20.14231138046056
2025-09-16 10:39:00+00:00,gpu-node-01,83.32116672859556,73.14375209747259,18.53583326929944
2025-09-16 10:40:00+00:00,gpu-node-01,84.54298811764423,73.08612811160688,19.200792639764494
2025-09-16 10:41:00+00:00,gpu-node-01,86.69170127832523,70.0622157350412,20.15743893036955
2025-09-16 10:42:00+00:00,gpu-node-01,86.32513407527773,74.06561295339445,18.87602318068004
2025-09-16 10:43:00+00:00,gpu-node-01,83.79528621417856,73.60397925819653,20.954857376931976
2025-09-16 10:44:00+00:00,gpu-node-01,83.56208268258504,71.72064885087256,19.325094259780702
2025-09-16 10:45:00+00:00,gpu-node-01,84.22329740524805,73.23612900770898,19.196263964741487
2025-09-16 10:46:00+00:00,gpu-node-01,86.09640616142487,73.63204616333242,19.144472280663823
2025-09-16 10:47:00+00:00,gpu-node-01,83.96482184047652,73.80913148810923,19.62809903872967
2025-09-16 10:48:00+00:00,gpu-node-01,86.37813366941664,72.85774939965596,18.630289565682446
2025-09-16 10:49:00+00:00,gpu-node-01,87.02882646825809,70.77694611603148,20.394557924373927
2025-09-16 10:50:00+00:00,gpu-node-01,83.52478995900157,70.31629477695697,19.294745144271033
2025-09-16 10:51:00+00:00,gpu-node-01,83.78105070395846,73.54793522931276,21.148576562210373
2025-09-16 10:52:00+00:00,gpu-node-01,87.37198044680501,72.30095619933836,18.588005623985765
2025-09-16 10:53:00+00:00,gpu-node-01,82.69569309177682,70.24807939813883,21.41876982291535
2025-09-16 10:54:00+00:00,gpu-node-01,87.00184822430805,72.95536789429202,20.427209174107528
2025-09-16 10:55:00+00:00,gpu-node-01,82.58999779142457,72.00607239053059,18.979274567548696
2025-09-16 10:56:00+00:00,gpu-node-01,87.19336374612485,73.42294613302363,21.35952140702885
2025-09-16 10:57:00+00:00,gpu-node-01,84.56321953272099,72.16432297375601,20.661849701169192
2025-09-16 10:58:00+00:00,gpu-node-01,84.07164953102765,71.95843394078638,18.843285447522668
2025-09-16 10:59:00+00:00,gpu-node-01,84.3890867425765,73.13535369764304,19.5001993386826
2025-09-16 11:00:00+00:00,gpu-node-01,85.82059095563865,73.10871303360663,21.32769286742321
2025-09-16 11:01:00+00:00,gpu-node-01,86.56910783217994,71.35728631009049,19.803200469215653
2025-09-16 11:02:00+00:00,gpu-node-01,84.55216352393664,69.9637184377416,19.095831945335814
2025-09-16 11:03:00+00:00,gpu-node-01,87.17423556069508,73.0237987056337,19.67335570544443
2025-09-16 11:04:00+00:00,gpu-node-01,84.99312393214767,70.23730543221257,21.44683301850221
2025-09-16 11:05:00+00:00,gpu-node-01,84.66455468754651,72.25775347730537,20.319212445685544
2025-09-16 11:06:00+00:00,gpu-node-01,82.98015700583174,72.70071867661875,19.03117750581688
2025-09-16 11:07:00+00:00,gpu-node-01,83.61347806869718,69.98012463632996,20.638694136719252
2025-09-16 11:08:00+00:00,gpu-node-01,85.91240658097018,70.88176494712175,18.39435643059165
2025-09-16 11:09:00+00:00,gpu-node-01,83.81167341940862,71.97194365533927,19.361352907581676
2025-09-16 11:10:00+00:00,gpu-node-01,84.13566582782722,70.79561091712156,19.895357385143477
2025-09-16 11:11:00+00:00,gpu-node-01,86.56957481686345,72.1117495362515,18.503230937749887
2025-09-16 11:12:00+00:00,gpu-node-01,86.864413335456,70.21381888119024,19.062616654458346
2025-09-16 11:13:00+00:00,gpu-node-01,86.80754923775822,70.27446057255968,19.645758233600763
2025-09-16 11:14:00+00:00,gpu-node-01,83.89791571867343,70.98747991789678,20.49964755334038
2025-09-16 11:15:00+00:00,gpu-node-01,83.7784882844194,72.1470108666437,19.44885433035787
2025-09-16 11:16:00+00:00,gpu-node-01,85.32102789877231,70.20386416840884,20.57142268311587
2025-09-16 11:17:00+00:00,gpu-node-01,83.93851614572661,72.64515706711997,19.464568300677193
2025-09-16 11:18:00+00:00,gpu-node-01,83.85392963509082,73.2543608081772,21.556517159820665
2025-09-16 11:19:00+00:00,gpu-node-01,84.06563266553587,72.49125543879644,20.652247203208134
2025-09-16 11:20:00+00:00,gpu-node-01,82.71576916312921,72.45023278537573,18.647962552422022
2025-09-16 11:21:00+00:00,gpu-node-01,86.00029907283528,73.6631526920536,20.065830878533575
2025-09-16 11:22:00+00:00,gpu-node-01,85.34304462565086,74.04240605090614,19.408737199926108
2025-09-16 11:23:00+00:00,gpu-node-01,87.34452817860517,70.09744005377166,20.580283669657824
2025-09-16 11:24:00+00:00,gpu-node-01,82.96512643817782,70.64773821093598,18.8444119483109
2025-09-16 11:25:00+00:00,gpu-node-01,84.23803826267324,73.34541258906134,19.846879228297883
2025-09-16 11:26:00+00:00,gpu-node-01,87.2309717674638,72.05470330988409,21.32609003188479
2025-09-16 11:27:00+00:00,gpu-node-01,87.47209667634455,70.42477289990336,18.770325732400096
2025-09-16 11:28:00+00:00,gpu-node-01,84.8121041653639,70.55376604623731,20.428470779938355
2025-09-16 11:29:00+00:00,gpu-node-01,84.12443429954834,70.72878281257401,19.508491867423924
2025-09-16 11:30:00+00:00,gpu-node-01,86.45185926319608,71.84739003685691,20.575768535226114
2025-09-16 11:31:00+00:00,gpu-node-01,83.03656516579792,69.97997882180508,19.227480428905697
2025-09-16 11:32:00+00:00,gpu-node-01,86.78332970825596,73.36187075634146,20.6173669246902
2025-09-16 11:33:00+00:00,gpu-node-01,84.43366380329805,70.70900229771512,19.229320727344692
