timestamp,namespace,p50_ms,p90_ms,p99_ms
2025-09-16 10:26:00+00:00,ns-01,0.2862049391695903,0.38248846283127225,0.42934511524292834
2025-09-16 10:27:00+00:00,ns-01,0.25147539949225967,0.35620202303586335,0.3800710658219971
2025-09-16 10:28:00+00:00,ns-01,0.2737673331677458,0.31329207273564824,0.4004755485998562
2025-09-16 10:29:00+00:00,ns-01,0.2896722511192448,0.3204642569491304,0.32275086704856865
2025-09-16 10:30:00+00:00,ns-01,0.25941420741125737,0.3160605095028487,0.4155781768241378
2025-09-16 10:31:00+00:00,ns-01,0.2515005800725266,0.2987316334290906,0.3638507710298603
2025-09-16 10:32:00+00:00,ns-01,0.2812181521136015,0.3268994805020742,0.34876106687499137
2025-09-16 10:33:00+00:00,ns-01,0.2832170974221385,0.31781319525275487,0.3973291379434391
2025-09-16 10:34:00+00:00,ns-01,0.267077045181975,0.32696427941045003,0.3170752907566908
2025-09-16 10:35:00+00:00,ns-01,0.3077442851822943,0.3941599874506758,0.4222808558615989
2025-09-16 10:36:00+00:00,ns-01,0.2723152375803667,0.3829048786047533,0.434089290559032
2025-09-16 10:37:00+00:00,ns-01,0.29915574699207176,0.3807671716333111,0.37529502082354493
2025-09-16 10:38:00+00:00,ns-01,0.266401544273215,0.35383573324972195,0.35427167290657535
2025-09-16 10:39:00+00:00,ns-01,0.27840951202652464,0.34663723676839975,0.3442886245250931
2025-09-16 10:40:00+00:00,ns-01,0.29056652212499334,0.3615995921068632,0.3724613443738712
2025-09-16 10:41:00+00:00,ns-01,0.28705034480950364,0.3395194834030074,0.3935929613341462
2025-09-16 10:42:00+00:00,ns-01,0.28790085135796495,0.3312911456159081,0.34149824645859217
2025-09-16 10:43:00+00:00,ns-01,0.30785289726207987,0.3291407394982059,0.3227448130628733
2025-09-16 10:44:00+00:00,ns-01,0.28334202420519994,0.3360004201933026,0.41613242861482336
2025-09-16 10:45:00+00:00,ns-01,0.27154985849976637,0.36509299769181447,0.3277884783074209
2025-09-16 10:46:00+00:00,ns-01,0.26789161472095235,0.34763612799658905,0.39617345962066647
2025-09-16 10:47:00+00:00,ns-01,0.27106281721277015,0.3697629542582249,0.37599713465173845
2025-09-16 10:48:00+00:00,ns-01,0.28853792145579554,0.3852222375386133,0.39202865679091503
2025-09-16 10:49:00+00:00,ns-01,0.2791433803954478,0.34741805875372944,0.3789554021721268
2025-09-16 10:50:00+00:00,ns-01,0.2619638064228527,0.34708665396555116,0.3563744001871126
2025-09-16 10:51:00+00:00,ns-01,0.2811377642274018,0.3472418176788748,0.3811065742423965
2025-09-16 10:52:00+00:00,ns-01,0.2904557435893109,0.3719218693686378,0.37080711476062417
2025-09-16 10:53:00+00:00,ns-01,0.2507880181229361,0.380248768864915,0.34693561904411097
2025-09-16 10:54:00+00:00,ns-01,0.2676508781452374,0.3616750780610132,0.4093330488772533
2025-09-16 10:55:00+00:00,ns-01,0.2809795890448051,0.404355798291124,0.39642648256021173
2025-09-16 10:56:00+00:00,ns-01,0.26521092152109876,0.3154665192992919,0.3901293830192964
2025-09-16 10:57:00+00:00,ns-01,0.30745232688221136,0.31544316847771536,0.3209903254679328
2025-09-16 10:58:00+00:00,ns-01,0.29640320538147186,0.3351888253502227,0.400181320292277
2025-09-16 10:59:00+00:00,ns-01,0.2876444911517424,0.370367278814043,0.32667835371391135
2025-09-16 11:00:00+00:00,ns-01,0.24788290751798814,0.3432588024159792,0.3944069353749618
2025-09-16 11:01:00+00:00,ns-01,0.29268855259736914,0.35115938299997546,0.4064787691218862
2025-09-16 11:02:00+00:00,ns-01,0.2708216097060628,0.3230443074539993,0.35196844548519646
2025-09-16 11:03:00+00:00,ns-01,0.27933589241366097,0.3823774028024725,0.41186335120497813
2025-09-16 11:04:00+00:00,ns-01,0.25907775070855943,0.3831918521544054,0.3591412690892554
2025-09-16 11:05:00+00:00,ns-01,0.28358009598205663,0.3516507329758761,0.37139527196736954
2025-09-16 11:06:00+00:00,ns-01,0.26535884350745675,0.32343587473093754,0.3311193218628585
2025-09-16 11:07:00+00:00,ns-01,0.2931534120821775,0.326075360758859,0.41590708240253316
2025-09-16 11:08:00+00:00,ns-01,0.31167738403833567,0.32503213098702316,0.41975240337715175
2025-09-16 11:09:00+00:00,ns-01,0.27707971770486495,0.30004372139098817,0.37898257254412665
2025-09-16 11:10:00+00:00,ns-01,0.2682047921453128,0.3833626600703564,0.43844929021859835
2025-09-16 11:11:00+00:00,ns-01,0.27406588351568595,0.39999509481881756,0.38502616552289415
2025-09-16 11:12:00+00:00,ns-01,0.2720240115114673,0.3605596094238182,0.3856489609231293
2025-09-16 11:13:00+00:00,ns-01,0.2566661516342834,0.35516022191188784,0.35827707106783546
2025-09-16 11:14:00+00:00,ns-01,0.2867319928609455,0.379104357596628,0.37723276165826436
2025-09-16 11:15:00+00:00,ns-01,0.27183253414124375,0.3036098457756097,0.4173028429731747
2025-09-16 11:16:00+00:00,ns-01,0.3063104924422113,0.3597800550158175,0.37937929987784924
2025-09-16 11:17:00+00:00,ns-01,0.26862717974408584,0.3260577830313036,0.44189271411147835
2025-09-16 11:18:00+00:00,ns-01,0.2770570206370457,0.34260359117466327,0.4279511631719125
2025-09-16 11:19:00+00:00,ns-01,0.2574245292440633,0.3739284355109592,0.36998782837080474
2025-09-16 11:20:00+00:00,ns-01,0.2848024121565239,0.348708289060491,0.39953846406559695
2025-09-16 11:21:00+00:00,ns-01,0.3114761453965019,0.3496487105884389,0.3947459149168984
2025-09-16 11:22:00+00:00,ns-01,0.316510954776063,0.34994682187061,0.3354439207856691
2025-09-16 11:23:00+00:00,ns-01,0.27091601053527997,0.34626667172822545,0.413647231524239
2025-09-16 11:24:00+00:00,ns-01,0.2692559075987286,0.3825337301991149,0.3481166546756098
2025-09-16 11:25:00+00:00,ns-01,0.2599062809456824,0.3995962313137496,0.36476467523328593
2025-09-16 11:26:00+00:00,ns-01,0.272144528076577,0.33824763548465087,0.38104206298474697
2025-09-16 11:27:00+00:00,ns-01,0.2921957195486421,0.3602181694099685,0.4316825052258021
2025-09-16 11:28:00+00:00,ns-01,0.2832208795244039,0.3252010487783977,0.4111700138013412
2025-09-16 11:29:00+00:00,ns-01,0.2875353286377721,0.370484219979793,0.4233666243165284
2025-09-16 11:30:00+00:00,ns-01,0.30187155883453165,0.31888908163472185,0.38750124604957337
2025-09-16 11:31:00+00:00,ns-01,0.3003345598302652,0.3559754341503924,0.36130610094520027
2025-09-16 11:32:00+00:00,ns-01,0.2963115094921376,0.35181305877136726,0.4328781864489657
2025-09-16 11:33:00+00:00,ns-01,0.2710691977450062,0.36009107629919035,0.363084792606376
2025-09-16 11:34:00+00:00,ns-01,0.28053819890053616,0.3875469680594685,0.33882375896233596
2025-09-16 11:35:00+00:00,ns-01,0.2912808808439459,0.38433011533317035,0.41623201327762427
2025-09-16 11:36:00+00:00,ns-01,0.2604621723564219,0.3458210605043074,0.44186973972091637
2025-09-16 11:37:00+00:00,ns-01,0.28892933329198045,0.3467511006007551,0.4454664646530174
2025-09-16 11:38:00+00:00,ns-01,0.24999927985377446,0.3441878397156545,0.35439678566857413
2025-09-16 11:39:00+00:00,ns-01,0.26401274968708216,0.3290945174759558,0.3533288154333637
2025-09-16 11:40:00+00:00,ns-01,0.2623449553390726,0.3270160001664533,0.33876630501391564
2025-09-16 11:41:00+00:00,ns-01,0.27935823581557484,0.3466560075258982,0.36930667790613164
2025-09-16 11:42:00+00:00,ns-01,0.27781314273356605,0.366020759531707,0.3917847681010647
2025-09-16 11:43:00+00:00,ns-01,0.2697809050174019,0.35425293467328833,0.39050743237473073
2025-09-16 11:44:00+00:00,ns-01,0.304689577235136,0.349682323561222,0.4419509314404653
2025-09-16 11:45:00+00:00,ns-01,0.2712446051725718,0.32523691222230267,0.3707977252859243
2025-09-16 11:46:00+00:00,ns-01,0.27497546482899526,0.3632309814813863,0.3995058206817251
2025-09-16 11:47:00+00:00,ns-01,0.2573205521264078,0.3656505209749615,0.40530469512313627
2025-09-16 11:48:00+00:00,ns-01,0.283804499361662,0.32062954347517475,0.4142239792426947
2025-09-16 11:49:00+00:00,ns-01,0.28766736963288086,0.32669961664141955,0.41022841008251687
2025-09-16 11:50:00+00:00,ns-01,0.28316234648117755,0.3311258626699355,0.38916938320993355
2025-09-16 11:51:00+00:00,ns-01,0.2873558802417877,0.3235085431575988,0.3719715827487906
2025-09-16 11:52:00+00:00,ns-01,0.3149988147432184,0.3376329651550131,0.4202364608747018
2025-09-16 11:53:00+00:00,ns-01,0.29190631118073673,0.31022224329683784,0.33068825008034797
2025-09-16 11:54:00+00:00,ns-01,0.2754739271744832,0.2931239231360769,0.40222843605344716
2025-09-16 11:55:00+00:00,ns-01,0.29908017203721293,0.3554831963535038,0.3812997739723582
2025-09-16 11:56:00+00:00,ns-01,0.2676101477531223,0.3645286546042149,0.3921660009322504
2025-09-16 11:57:00+00:00,ns-01,0.2561982776446533,0.3163663875150335,0.4064130840776915
2025-09-16 11:58:00+00:00,ns-01,0.28714076788216697,0.3700336849172086,0.36023554843974864
2025-09-16 11:59:00+00:00,ns-01,0.26670077338701226,0.359635991365308,0.3799365690692422
2025-09-16 12:00:00+00:00,ns-01,0.2776161955044551,0.3443756197839595,0.40950884769215967
2025-09-16 12:01:00+00:00,ns-01,0.246137242236353,0.3683749009944238,0.4297284475937886
2025-09-16 12:02:00+00:00,ns-01,0.26387767966195247,0.32358037711208193,0.4151242966844547
2025-09-16 12:03:00+00:00,ns-01,0.25429971932736006,0.36003989648557366,0.3467734408280267
2025-09-16 12:04:00+00:00,ns-01,0.2875762490739474,0.34113421774712965,0.36059625924053174
2025-09-16 12:05:00+00:00,ns-01,0.29603357648592693,0.3395580068825494,0.3805286224923349
2025-09-16 12:06:00+00:00,ns-01,0.3124711647015988,0.33263318912152856,0.37858678452426126
2025-09-16 12:07:00+00:00,ns-01,0.2828830590119048,0.2971358789038157,0.4004486964237885
2025-09-16 12:08:00+00:00,ns-01,0.24645203337530483,0.3568118368839551,0.4274414507615466
2025-09-16 12:09:00+00:00,ns-01,0.2926355496834588,0.3329888634164387,0.3439673338037522
2025-09-16 12:10:00+00:00,ns-01,0.28941524801230356,0.3141010432441491,0.4022617694424667
2025-09-16 12:11:00+00:00,ns-01,0.27680114690664076,0.3434955820489362,0.3639919469999232
2025-09-16 12:12:00+00:00,ns-01,0.27597247391912444,0.338338164922461,0.3929301152346184
2025-09-16 12:13:00+00:00,ns-01,0.29412422735162014,0.3389418736888709,0.4118915535498356
2025-09-16 12:14:00+00:00,ns-01,0.27173117750456927,0.35581262559041765,0.30977780994344084
2025-09-16 12:15:00+00:00,ns-01,0.2922148693285019,0.3283493673944036,0.3359558595680388
2025-09-16 12:16:00+00:00,ns-01,0.260667401211033,0.38443448864173063,0.38256770355052283
2025-09-16 12:17:00+00:00,ns-01,0.2874392498858423,0.3021385206334922,0.3593496987347188
2025-09-16 12:18:00+00:00,ns-01,0.2805600879183296,0.2969386955947917,0.3401853626776755
2025-09-16 12:19:00+00:00,ns-01,0.28010563515286063,0.34479678965861693,0.33508023253707864
2025-09-16 12:20:00+00:00,ns-01,0.2550426398315066,0.34739528083285504,0.3394266452893391
2025-09-16 12:21:00+00:00,ns-01,0.30958793988811883,0.3488058316648657,0.399440387146763
2025-09-16 12:22:00+00:00,ns-01,0.2542558487959275,0.35909510014029067,0.34555571993729733
2025-09-16 12:23:00+00:00,ns-01,0.2601116985686475,0.30601782665788163,0.411016828342873
2025-09-16 12:24:00+00:00,ns-01,0.29959161133269924,0.3153857946562893,0.4131502041521921
2025-09-16 12:25:00+00:00,ns-01,0.2679076090982616,0.35687837335139627,0.34255952776821064
2025-09-16 12:26:00+00:00,ns-01,0.2671477723418877,0.3317707999959951,0.3808200405332053
2025-09-16 12:27:00+00:00,ns-01,0.265092545499374,0.3799619130491301,0.3645503883579354
2025-09-16 12:28:00+00:00,ns-01,0.30256369449600146,0.344211481852734,0.348958370450984
2025-09-16 12:29:00+00:00,ns-01,0.30494608103668963,0.3360774155174876,0.39731566644572225
2025-09-16 12:30:00+00:00,ns-01,0.2676446036036022,0.39936135392722155,0.39036759874741844
2025-09-16 12:31:00+00:00,ns-01,0.2938184956641789,0.3807524065982095,0.3787700639246273
2025-09-16 12:32:00+00:00,ns-01,0.27371459839317486,0.35197887756743024,0.37273171409214173
2025-09-16 12:33:00+00:00,ns-01,0.2878735512221555,0.38462752295576697,0.3511424943533742
2025-09-16 12:34:00+00:00,ns-01,0.28131851189045987,0.34294409901851564,0.3850255801385534
2025-09-16 12:35:00+00:00,ns-01,0.2851803321954769,0.34735365393720996,0.3644833527604364
2025-09-16 12:36:00+00:00,ns-01,0.2735714502066318,0.39122481307379975,0.3770564260920753
2025-09-16 12:37:00+00:00,ns-01,0.2827912705314478,0.3413313007198162,0.3521173483442949
2025-09-16 12:38:00+00:00,ns-01,0.2677348973509568,0.3191086479295616,0.4168802095964139
2025-09-16 12:39:00+00:00,ns-01,0.26972013861668126,0.3522201904449368,0.44174818269985844
2025-09-16 12:40:00+00:00,ns-01,0.25618176562472134,0.32177786228225663,0.3361588763223527
2025-09-16 12:41:00+00:00,ns-01,0.3159590685500508,0.31395999871952657,0.3774471117335348
2025-09-16 12:42:00+00:00,ns-01,0.26824447309630617,0.33915707805260203,0.39965929687543117
2025-09-16 12:43:00+00:00,ns-01,0.28487003375381936,0.34427035422076346,0.42482477145582964
2025-09-16 12:44:00+00:00,ns-01,0.29368203691810935,0.3408958033277249,0.39287167190335975
2025-09-16 12:45:00+00:00,ns-01,0.2908478218447598,0.3209099050152821,0.37648705548086125
2025-09-16 12:46:00+00:00,ns-01,0.28291222394165716,0.38151814271975654,0.3506358083719129
2025-09-16 12:47:00+00:00,ns-01,0.2911917165710977,0.3841850810341345,0.3662783859162621
2025-09-16 12:48:00+00:00,ns-01,0.25387054932990905,0.3932247154064501,0.34930442891135344
2025-09-16 12:49:00+00:00,ns-01,0.26558576596787997,0.3207187448021067,0.39206150878641516
2025-09-16 12:50:00+00:00,ns-01,0.254610860639975,0.33993209270183283,0.35176370962726355
2025-09-16 12:51:00+00:00,ns-01,0.3126481050357435,0.3800151096397675,0.4205517275142656
2025-09-16 12:52:00+00:00,ns-01,0.2539240301881005,0.3204899991804727,0.35529406612916603
2025-09-16 12:53:00+00:00,ns-01,0.2539655802524285,0.34664365144763554,0.4319588481735593
2025-09-16 12:54:00+00:00,ns-01,0.25988249218803433,0.3567919560734537,0.3711056074184702
2025-09-16 12:55:00+00:00,ns-01,0.27475370416760075,0.36396537677214436,0.34810948034490874
2025-09-16 12:56:00+00:00,ns-01,0.2924839487339501,0.399466131577245,0.38833955355432304
2025-09-16 12:57:00+00:00,ns-01,0.3122208268012725,0.3758531274348905,0.3147465553611453
2025-09-16 12:58:00+00:00,ns-01,0.2538087417829339,0.3959798964997154,0.4455905946000793
2025-09-16 12:59:00+00:00,ns-01,0.2930426890214834,0.4048762635250667,0.40689611173415097
2025-09-16 13:00:00+00:00,ns-01,0.25218697426945125,0.3486356852817929,0.41537589109177747
2025-09-16 13:01:00+00:00,ns-01,0.2742101809361628,0.37133598808405427,0.3350727436404523
